seed,n_channels,mean_improved_channels_per_iter,var_improved_channels_per_iter
41,9,4.548145294001578,2.385021008971784
42,9,4.573316297953966,2.3153901266889227
43,9,4.565903846093134,2.1391123176515285
44,9,4.548539983425415,2.296584940265112
45,9,4.619397746142543,2.250445809013667
