seed,source_file,n_iters,trial_improved_pct_mean,trial_improved_pct_var
41,snr_iter_stats_seed41.txt,2534,50.534947711128645,294.4470381446647
42,snr_iter_stats_seed42.txt,2346,50.814625532821836,285.85063292455834
43,snr_iter_stats_seed43.txt,2534,50.73226495659038,264.087940450806
44,snr_iter_stats_seed44.txt,2534,50.53933314917127,283.5290049710015
45,snr_iter_stats_seed45.txt,2722,51.326641623806026,277.83281592761324
